#Episode,#Frame,#Epsode Timesteps,Total episode score,Last Mean Batch Loss
770,23198,115,114.0,0.0021100845
771,23307,109,108.0,0.0491481
772,23392,85,84.0,0.035418313
773,23496,104,103.0,0.0017711014
774,23575,79,78.0,0.0005669751
775,23743,168,167.0,0.013755919
776,23840,97,96.0,0.09984799
777,23931,91,90.0,0.042644147
778,24049,118,117.0,0.0029146643
779,24181,132,131.0,0.006728555
780,24242,61,60.0,0.0027730034
781,24335,93,92.0,0.04172196
782,24513,178,177.0,0.0544025
783,24642,129,128.0,0.085313946
784,24816,174,173.0,0.055063162
785,25000,184,183.0,0.0029514707
786,25151,151,150.0,0.07415556
787,25219,68,67.0,0.0056562047
788,25277,58,57.0,0.0050577195
789,25345,68,67.0,0.0035193302
790,25485,140,139.0,0.19542368
791,25620,135,134.0,0.10062056
792,25705,85,84.0,0.1769813
793,25782,77,76.0,0.0010723975
794,25842,60,59.0,0.14574562
795,25935,93,92.0,0.15244499
796,26006,71,70.0,0.0041033127
797,26102,96,95.0,0.0037143803
798,26194,92,91.0,0.005072886
799,26320,126,125.0,0.016325828
800,26407,87,86.0,0.10137573
801,26494,87,86.0,0.055170663
802,26557,63,62.0,0.0023104222
803,26670,113,112.0,0.05325849
804,26803,133,132.0,0.11220521
805,26941,138,137.0,0.03630359
806,27071,130,129.0,0.039399575
807,27195,124,123.0,0.061775062
808,27349,154,153.0,0.052527685
809,27501,152,151.0,0.0014851361
810,27633,132,131.0,0.009882163
811,27764,131,130.0,0.019711643
812,27909,145,144.0,0.10534898
813,28044,135,134.0,0.11478594
814,28197,153,152.0,0.0013783809
815,28391,194,193.0,0.0030615681
816,28517,126,125.0,0.003950319
817,28709,192,191.0,0.006126402
818,28842,133,132.0,0.065930106
819,29011,169,168.0,0.09100426
820,29182,171,170.0,0.093754515
821,29361,179,178.0,0.05310485
822,29498,137,136.0,0.036194135
823,29660,162,161.0,0.080711395
824,29820,160,159.0,0.0011415147
825,29998,178,177.0,0.004976964
826,30734,736,735.0,0.006379294
827,30949,215,214.0,0.0033380152
828,31181,232,231.0,0.0025404887
829,31439,258,257.0,0.0013492154
830,31653,214,213.0,0.067010984
831,31870,217,216.0,0.0008943365
832,32086,216,215.0,0.079748034
833,32301,215,214.0,0.061333742
834,32505,204,203.0,0.12119483
835,32713,208,207.0,0.0034497096
836,32954,241,240.0,0.08192126
837,33166,212,211.0,0.0022725344
838,33350,184,183.0,0.07350187
839,33550,200,199.0,0.000903185
840,33741,191,190.0,0.0008915138
841,33955,214,213.0,0.007330487
842,34153,198,197.0,0.0037655355
843,34381,228,227.0,0.059561815
